Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
Neuroactive ligand-receptor interaction	12/341	0.994877144098978	0.99999532550271	0.518085458994774	0.00266089868537394	POMC;GHSR;GAL;NPW;CHRNA5;GABRA5;ADM;PTH2R;FPR2;AVPR1A;F2;GABRG2
Serotonergic synapse	2/113	0.995730605385146	0.99999532550271	0.256981463428125	0.00109950405812647	GNG4;CACNA1B
B cell receptor signaling pathway	1/81	0.995815288370735	0.99999532550271	0.178441334355828	0.000748292315084033	RAC3
Chemokine signaling pathway	5/192	0.995868766937623	0.99999532550271	0.380666392431098	0.00157587899379499	GNG4;RAC3;ADCY3;CXCL1;CRKL
Cell adhesion molecules	3/148	0.997107995632405	0.99999532550271	0.294771968854283	0.00085371689374446	NTNG2;NLGN4X;NECTIN1
Coronavirus disease	6/232	0.998089860601679	0.99999532550271	0.377465306873224	0.000721700848415135	RPS17;IL6;MAPK8;F2;RPL3L;MAPK12
Salivary secretion	1/93	0.99814307227574	0.99999532550271	0.155066351026941	0.000288214686137422	ADCY3
Lysosome	2/128	0.998273216536348	0.99999532550271	0.226205703565642	0.000390945904989809	ATP6V0A4;CTSV
Herpes simplex virus 1 infection	18/498	0.998509235914607	0.99999532550271	0.530740093240093	0.000791798608893847	EIF2B5;ALYREF;SRSF1;PTPN11;PILRB;PPP1CB;PPP1CC;IL6;ZNF84;ZNF74;EIF4EBP1;CYCS;CALR;ZNF544;ZNF114;ZNF256;SRSF9;NECTIN1
Natural killer cell mediated cytotoxicity	2/131	0.998561120898121	0.99999532550271	0.220909410007913	0.000318090835516648	RAC3;PTPN11
Autophagy	2/137	0.999002027392365	0.99999532550271	0.211022995366817	0.000210700323028496	MAPK8;BNIP3
Ras signaling pathway	5/232	0.999447142271517	0.99999532550271	0.312910877668587	0.000173043035544194	PLA2G2F;MAPK8;GNG4;RAC3;PTPN11
Olfactory transduction	4/440	0.99999532550271	0.99999532550271	0.128757695209754	6.01878904083876E-07	OR52E4;OR13H1;OR10D3;ADCY3
